Latitude,Longitude,Wind,Pressure,Storm_Type
15.2,-53.7,65,999,hurricane
15.6,-55.3,65,998,hurricane
16,-56.4,65,997,hurricane
16.4,-57.4,65,996,hurricane
17,-58.3,65,990,hurricane
17.5,-59.2,65,988,hurricane
18.1,-60,70,986,hurricane
18.6,-60.9,70,982,hurricane
19,-61.7,75,980,hurricane
19.4,-62.4,75,979,hurricane
19.7,-62.8,75,978,hurricane
20.2,-63.1,75,975,hurricane
20.6,-63.2,90,970,hurricane
21.2,-63.2,95,966,hurricane
21.8,-63.2,100,961,hurricane
22.5,-62.9,105,957,hurricane
23.2,-62.5,110,952,hurricane
24.1,-62,110,948,hurricane
25.2,-61.4,110,946,hurricane
26.5,-60.8,110,947,hurricane
27.9,-60.2,110,951,hurricane
29.3,-59.6,105,955,hurricane
30.8,-58.9,100,960,hurricane
32.2,-58.3,95,965,hurricane
33.6,-57.5,90,970,hurricane
34.8,-56.4,80,973,hurricane
35.7,-55.1,75,977,hurricane
36.4,-53.6,70,984,hurricane
37.1,-51.9,65,988,hurricane
37.6,-49.9,60,990,tropical storm
38,-48,55,994,tropical storm
38.5,-46.2,55,995,tropical storm
38.9,-44.9,50,995,tropical storm
39,-44,45,995,tropical storm
38.9,-43.2,45,995,tropical storm
38.5,-42.3,45,995,tropical storm
38.1,-41.3,45,995,tropical storm
37.8,-40.2,45,995,tropical storm
37.6,-39.1,50,992,tropical storm
37.6,-37.9,55,989,tropical storm
37.8,-36.5,55,987,tropical storm
38.2,-35,60,984,tropical storm
38.9,-33.4,55,984,tropical storm
39.7,-31.7,50,983,tropical storm
40.9,-29.9,50,984,tropical storm
42.2,-28.2,50,985,extratropical
43.5,-26.5,50,987,extratropical
45,-24.5,50,989,extratropical
46,-22.5,55,991,extratropical
46.8,-21,60,993,extratropical
47,-20,60,994,extratropical
46.5,-19,60,992,extratropical
46,-20,55,994,extratropical
47.2,-19.8,50,996,extratropical
48,-19,45,998,extratropical
48.5,-18,40,1000,extratropical
48.8,-17.5,40,1000,extratropical
48.9,-17,35,1000,extratropical
48.9,-16.2,30,1000,extratropical
49,-15.3,30,1005,extratropical
49,-14,25,1009,extratropical
24.2,-64.5,25,1009,tropical depression
24.7,-64.3,25,1009,tropical depression
25.2,-64,25,1009,tropical depression
25.7,-63.5,30,1007,tropical depression
26.3,-63.1,35,1005,tropical storm
26.8,-62.6,35,1005,tropical storm
27.2,-61.9,35,1005,tropical storm
27.7,-61.3,35,1005,tropical storm
28.2,-60.2,35,1005,tropical storm
28.8,-59.1,35,1005,tropical storm
29.2,-57.9,35,1005,tropical storm
29.5,-56.8,35,1004,tropical storm
29.1,-56,35,1005,tropical storm
28.6,-55,35,1005,tropical storm
28.4,-53.4,35,1005,tropical storm
28.7,-51.4,35,1005,extratropical
29.2,-48.8,40,1005,extratropical
20,-68.7,30,1002,tropical depression
20.3,-69.8,30,1001,extratropical
20.3,-69.6,35,999,tropical storm
20.3,-68.9,35,999,extratropical
20.6,-68,40,999,extratropical
20.8,-66.5,40,999,extratropical
21.2,-64.4,40,999,tropical storm
21.6,-61.6,35,1000,tropical storm
22.4,-58.8,35,1000,tropical storm
23.6,-56.2,35,1001,tropical storm
24,-53.6,35,1002,tropical storm
24.3,-50.5,35,1003,tropical storm
24.5,-47.3,30,1004,tropical depression
11.3,-25.4,25,1009,tropical depression
11.7,-27.2,25,1009,tropical depression
12.2,-29.2,25,1009,tropical depression
12.6,-31.3,25,1008,tropical depression
12.9,-33.3,30,1007,tropical depression
13.1,-35.1,30,1006,tropical depression
13.3,-36.8,35,1005,tropical storm
13.5,-38.5,35,1005,tropical storm
13.7,-40,35,1005,tropical storm
13.9,-41.3,35,1005,tropical storm
14.2,-42.6,35,1005,tropical storm
14.4,-43.9,40,1003,tropical storm
14.7,-45,40,1003,tropical storm
15.1,-46.1,45,1003,tropical storm
15.4,-47.1,45,1002,tropical storm
15.6,-48.1,45,1003,tropical storm
15.7,-49.2,45,1003,tropical storm
15.8,-50.4,40,1005,tropical storm
15.9,-51.7,35,1007,tropical storm
16.3,-53.1,35,1009,tropical storm
16.9,-54.3,40,1009,tropical storm
17.7,-55.4,40,1012,tropical storm
18.4,-56.5,35,1012,tropical storm
19,-57.7,35,1012,tropical storm
19.9,-58.6,35,1012,tropical storm
21,-59.3,30,1014,tropical depression
14.7,-48.1,25,1009,tropical depression
15.4,-50.1,30,1009,tropical depression
16.2,-52.2,30,1009,tropical depression
16.9,-54.7,30,1008,tropical depression
17.3,-57.3,35,1007,tropical storm
18.2,-59.6,35,1006,tropical storm
18.7,-61.3,40,1005,tropical storm
19.1,-62.9,45,1002,tropical storm
19.5,-64.5,50,1000,tropical storm
20.3,-65.9,55,999,tropical storm
21.1,-67.3,65,991,hurricane
21.8,-68.7,70,989,hurricane
22.3,-69.8,75,980,hurricane
23,-70.5,85,970,hurricane
23.4,-71,90,962,hurricane
23.8,-71.3,95,960,hurricane
24.1,-71.5,100,958,hurricane
24.4,-71.7,100,955,hurricane
24.8,-71.8,100,954,hurricane
25.2,-72.1,100,960,hurricane
25.6,-72.4,100,962,hurricane
26.1,-72.8,100,962,hurricane
26.9,-73.2,100,963,hurricane
27.8,-73.8,100,962,hurricane
28.8,-74.7,100,963,hurricane
29.8,-75.6,100,963,hurricane
30.8,-76.4,100,958,hurricane
31.7,-77.3,100,964,hurricane
32.7,-77.8,100,965,hurricane
33.4,-77.8,100,962,hurricane
34,-77.7,95,963,hurricane
34.4,-77.7,95,964,hurricane
34.5,-77.5,85,965,hurricane
34.9,-77.1,75,974,hurricane
35.4,-76.6,60,980,tropical storm
35.8,-75.9,65,983,hurricane
36.2,-75.1,75,985,hurricane
36.7,-74.3,65,990,hurricane
37.3,-73.2,60,991,tropical storm
38.3,-71.4,45,993,tropical storm
39.2,-69.6,45,999,tropical storm
40.2,-67.8,45,999,tropical storm
41.6,-64.8,45,1000,tropical storm
42.9,-61.5,45,1000,tropical storm
44.3,-57,45,1000,tropical storm
44.5,-53.5,45,1000,tropical storm
44,-50,45,998,extratropical
44,-45,45,996,extratropical
43,-41,40,996,extratropical
25.3,-92.3,25,1008,tropical depression
25.4,-93.8,30,1008,tropical depression
26,-94.5,40,1008,tropical storm
26.8,-95.4,45,1006,tropical storm
27.5,-96.5,60,1002,tropical storm
27.8,-97.1,40,1000,tropical storm
27.9,-97.4,35,1001,tropical storm
28.3,-98.1,30,1003,tropical depression
28.5,-98.7,25,1005,tropical depression
28.7,-99.3,20,1006,tropical depression
28.8,-99.9,20,1007,tropical depression
29.1,-100.6,20,1008,tropical depression
29.4,-101.2,20,1008,tropical depression
13.4,-34.3,25,1007,tropical depression
13.8,-36.1,30,1006,tropical depression
14.2,-37.9,35,1005,tropical storm
14.8,-39.8,40,1003,tropical storm
15.3,-41.6,50,997,tropical storm
16.2,-43.3,65,990,hurricane
16.9,-45.3,75,982,hurricane
17.6,-47.3,80,980,hurricane
18.4,-49.1,90,975,hurricane
19.1,-51.1,85,980,hurricane
19.7,-52.8,80,985,hurricane
20.1,-54.9,80,993,hurricane
20.6,-56.7,85,994,hurricane
21.2,-58.5,90,994,hurricane
21.8,-60.1,85,994,hurricane
22.4,-61.7,80,992,hurricane
22.7,-63.2,80,992,hurricane
23,-64.4,80,989,hurricane
23.4,-65.7,80,986,hurricane
23.9,-66.9,75,989,hurricane
24.3,-68.2,70,990,hurricane
24.8,-69.4,70,988,hurricane
25.4,-70.5,70,987,hurricane
25.9,-71.4,65,987,hurricane
26.4,-72.2,65,988,hurricane
26.9,-73.1,65,990,hurricane
27.5,-73.9,65,987,hurricane
27.9,-74.1,70,983,hurricane
28.4,-74.3,75,980,hurricane
29.2,-74.1,90,977,hurricane
30,-73.7,85,975,hurricane
30.9,-73.3,85,973,hurricane
31.7,-72.7,85,972,hurricane
32.2,-72,85,968,hurricane
32.9,-70.7,90,965,hurricane
33.7,-69.1,80,967,hurricane
34.6,-67.6,75,970,hurricane
36,-65.4,70,975,hurricane
37.9,-63.1,70,975,hurricane
39.9,-60.1,70,970,hurricane
42.1,-57.5,70,960,hurricane
43.4,-54.8,70,965,hurricane
44.6,-51.9,65,965,hurricane
44.8,-48.5,65,975,extratropical
44.9,-44,60,985,extratropical
45,-40.5,60,978,extratropical
45.3,-37,60,976,extratropical
45.9,-33,60,975,extratropical
46.5,-28,60,973,extratropical
47,-25,60,970,extratropical
48,-22,60,967,extratropical
50,-19,60,964,extratropical
51.5,-18,55,965,extratropical
52.8,-17.1,55,965,extratropical
53.3,-16.7,55,967,extratropical
53.8,-16.2,50,970,extratropical
54.5,-16,45,975,extratropical
55,-15,40,977,extratropical
55.8,-14,35,979,extratropical
56.4,-13.1,30,980,extratropical
57,-12,30,980,extratropical
21.6,-93.5,30,1005,tropical depression
22.4,-93.8,35,1002,tropical storm
23.2,-93.7,35,1002,tropical storm
24.1,-93.4,40,1001,tropical storm
25,-93.1,45,999,tropical storm
25.8,-92.5,50,998,tropical storm
26.8,-91.5,50,998,tropical storm
27.6,-90.4,50,996,tropical storm
28.2,-89,70,994,hurricane
28.7,-87.9,85,988,hurricane
29.4,-86.8,80,985,hurricane
30.1,-85.7,70,987,hurricane
31.3,-84,45,990,tropical storm
32.4,-82.4,40,994,extratropical
33.2,-80.5,40,994,extratropical
34.5,-79,50,995,extratropical
35.9,-77.2,50,998,extratropical
36.5,-75,50,1000,extratropical
38,-71,50,1000,extratropical
40,-65.5,50,998,extratropical
42.5,-61,50,990,extratropical
45,-56,50,986,extratropical
47,-54,50,979,extratropical
48,-53,50,968,extratropical
49,-52,55,964,extratropical
49.5,-50,55,966,extratropical
50,-48,55,968,extratropical
50.5,-45,50,970,extratropical
51,-41,45,978,extratropical
51,-37,45,978,extratropical
51,-32,40,982,extratropical
51.5,-28.5,40,982,extratropical
52,-25,35,983,extratropical
25.5,-94.5,30,1000,tropical depression
25.3,-94.4,30,1000,tropical depression
25,-94.5,30,999,tropical depression
24.6,-94.7,30,998,tropical depression
24.2,-95.5,35,997,tropical storm
23.5,-95.6,40,995,tropical storm
24.2,-95,40,995,tropical storm
25.3,-95.2,45,996,tropical storm
26.6,-95.2,45,996,tropical storm
27.2,-95.9,55,994,tropical storm
28.2,-96.9,45,990,tropical storm
28.4,-97.6,40,992,tropical storm
28.5,-97,35,994,tropical storm
29.3,-96.9,30,996,tropical depression
30.2,-96.8,30,998,tropical depression
31,-96.8,30,1000,tropical depression
31.3,-96.8,30,1001,tropical depression
31.5,-96.8,25,1002,tropical depression
31.7,-96.9,20,1002,tropical depression
32,-96.9,20,1003,tropical depression
33,-97,20,1003,tropical depression
9.7,-25.1,30,1009,tropical depression
9.8,-26.5,30,1009,tropical depression
10,-28.1,30,1009,tropical depression
10.3,-29.7,30,1009,tropical depression
10.6,-31.3,35,1005,tropical storm
11,-32.9,35,1003,tropical storm
11.3,-34.6,45,1000,tropical storm
11.7,-36.3,50,997,tropical storm
12,-38.1,55,994,tropical storm
12.3,-40,65,987,hurricane
12.5,-42,70,984,hurricane
12.8,-43.9,80,977,hurricane
13.1,-45.7,85,973,hurricane
13.5,-47.4,90,970,hurricane
13.9,-49,90,970,hurricane
14.4,-50.6,95,965,hurricane
14.9,-52,110,954,hurricane
15.4,-53.5,125,949,hurricane
15.7,-54.9,130,939,hurricane
16,-56.3,135,937,hurricane
16.2,-57.7,130,939,hurricane
16.4,-59.2,115,956,hurricane
16.7,-60.6,100,963,hurricane
17,-61.7,100,966,hurricane
17.1,-62.1,100,966,hurricane
17.2,-62.6,100,966,hurricane
17.4,-63.6,95,966,hurricane
17.8,-65,90,970,hurricane
18.1,-65.8,100,968,hurricane
18.2,-66.3,90,970,hurricane
18,-67.4,95,972,hurricane
18.2,-68.5,105,964,hurricane
18.2,-68.7,105,962,hurricane
18.6,-69.7,95,970,hurricane
18.8,-70.8,70,980,hurricane
19,-72.1,65,990,hurricane
19.3,-73.3,65,996,hurricane
19.8,-74.3,65,994,hurricane
20.1,-74.5,65,993,hurricane
20.5,-74.9,65,992,hurricane
20.8,-76,65,991,hurricane
21.3,-77.2,70,990,hurricane
21.9,-78,75,989,hurricane
22.7,-79,80,987,hurricane
23.4,-80.2,85,986,hurricane
23.9,-81.3,90,982,hurricane
24.5,-81.8,90,981,hurricane
24.6,-82.4,90,975,hurricane
24.8,-83.3,90,974,hurricane
25.2,-84.2,90,975,hurricane
25.7,-85.1,90,974,hurricane
26.2,-85.9,90,975,hurricane
27,-86.5,95,969,hurricane
27.6,-87.2,95,970,hurricane
28.2,-87.8,95,962,hurricane
28.8,-88.3,95,962,hurricane
29.3,-88.5,95,961,hurricane
29.8,-88.7,90,964,hurricane
30.4,-88.9,90,964,hurricane
30.4,-88.9,90,965,hurricane
30.6,-88.9,65,984,hurricane
30.6,-89,50,986,tropical storm
30.6,-88.4,40,992,tropical storm
31,-88.1,30,994,tropical depression
30.9,-87.5,30,996,tropical depression
30.8,-86.9,30,998,tropical depression
30.7,-86.3,30,1000,tropical depression
30.7,-85.4,25,1002,tropical depression
30.6,-84.2,25,1004,tropical depression
30.5,-83,25,1006,tropical depression
30.5,-81.8,20,1008,tropical depression
26.9,-90.3,30,1001,tropical depression
26.8,-91.6,30,1001,tropical depression
26.4,-92.1,30,1000,tropical depression
25.7,-92.5,30,999,tropical depression
26,-92.5,30,999,tropical depression
25.9,-92.3,30,1000,tropical depression
25.8,-92,30,1001,tropical depression
26.4,-91.4,30,1001,tropical depression
27.5,-91.3,35,1001,tropical storm
28.3,-91.1,40,1000,tropical storm
29,-90.9,40,999,tropical storm
29.1,-90.9,35,1000,tropical storm
29.2,-90.9,35,1001,tropical storm
30.5,-90.5,30,1002,tropical depression
31,-90,20,1003,tropical depression
13.4,-26.6,25,1010,tropical depression
13.1,-27.5,25,1010,tropical depression
12.9,-28.2,25,1010,tropical depression
13.1,-29,25,1010,tropical depression
13.4,-29.6,30,1009,tropical depression
14.3,-30.6,30,1009,tropical depression
15.2,-31.5,30,1008,tropical depression
16,-32.6,35,1006,tropical storm
16.8,-33.7,35,1005,tropical storm
17.4,-34.9,35,1003,tropical storm
18.2,-35.6,35,1003,tropical storm
19,-36,40,1002,tropical storm
20,-36.1,40,1001,tropical storm
21.3,-36.1,45,1000,tropical storm
22.9,-36.4,45,997,tropical storm
24.2,-37.1,55,994,tropical storm
25.6,-37.7,50,996,tropical storm
26.9,-38.4,45,997,tropical storm
28.3,-39.2,55,990,tropical storm
29.6,-40.2,65,987,hurricane
30.5,-40.9,65,986,hurricane
31.3,-41.6,70,985,hurricane
32.3,-42,70,985,hurricane
33.4,-42.3,70,985,hurricane
34.4,-42.3,70,984,hurricane
35.3,-41.9,70,984,hurricane
36.3,-41.3,70,984,hurricane
37.2,-40.2,75,983,hurricane
38.1,-38.7,75,980,hurricane
39.2,-36.3,80,975,hurricane
40.1,-33.1,75,977,hurricane
40.7,-29.7,75,982,hurricane
40.7,-25.7,60,994,tropical storm
40.9,-22.7,50,997,extratropical
41.3,-19.2,45,1000,extratropical
41.5,-15.5,40,1002,extratropical
9.6,-17.4,30,1008,tropical depression
10.5,-18.2,30,1006,tropical depression
11,-19.4,35,1004,tropical storm
11.5,-20.7,40,1002,tropical storm
12.1,-22.2,45,1000,tropical storm
12.7,-23.8,55,994,tropical storm
13.1,-25.2,65,987,hurricane
13.6,-26.7,70,983,hurricane
14.1,-28.1,75,980,hurricane
14.5,-29.5,80,975,hurricane
15,-30.8,85,973,hurricane
15.4,-32.1,85,972,hurricane
15.9,-33.4,90,971,hurricane
16.4,-34.4,90,970,hurricane
17,-35.4,90,969,hurricane
17.5,-36.3,90,971,hurricane
18,-37.2,90,973,hurricane
18.6,-37.9,85,975,hurricane
19.3,-38.6,80,977,hurricane
20,-39.4,75,979,hurricane
20.8,-40,70,983,hurricane
21.6,-40.6,70,983,hurricane
22.4,-41.2,75,980,hurricane
23.4,-41.6,75,980,hurricane
24.4,-42,70,983,hurricane
25.6,-41.8,70,983,hurricane
27.1,-41.5,70,983,hurricane
28.8,-41.2,70,983,hurricane
30.6,-40.7,70,983,hurricane
32.3,-39.6,75,980,hurricane
33.8,-38.4,80,977,hurricane
35,-37.2,80,977,hurricane
35.8,-36.2,75,980,hurricane
36.2,-35.3,65,985,hurricane
36.6,-34.6,60,990,tropical storm
36.9,-33.4,50,997,tropical storm
37.2,-32.1,45,1000,tropical storm
37.6,-30.7,40,1002,tropical storm
38,-29.4,35,1006,tropical storm
38.2,-28,30,1008,extratropical
38.3,-26.3,30,1008,extratropical
38.5,-24.5,35,1006,extratropical
38.7,-22.5,35,1005,extratropical
38.8,-21,35,1003,extratropical
38.9,-19.5,35,1003,extratropical
39,-18.2,40,1003,extratropical
39,-16.8,40,1003,extratropical
39,-15.5,40,1003,extratropical
39,-14.3,40,1003,extratropical
39,-13,40,1003,extratropical
39,-11,35,1003,extratropical
39.1,-9,30,1003,extratropical
39.3,-7,30,1004,extratropical
39.5,-5,25,1004,extratropical
33.3,-65.4,25,1003,tropical depression
33.2,-62.8,30,1004,tropical depression
33.2,-60.7,35,1003,tropical storm
32.9,-59.2,35,1002,tropical storm
32.5,-58.1,40,1001,tropical storm
32,-57.2,45,1000,tropical storm
31.4,-56.2,50,998,tropical storm
30.8,-55.1,55,994,tropical storm
30.4,-54,65,987,hurricane
30.3,-52.9,70,984,hurricane
30.5,-51.8,75,981,hurricane
31.1,-51,75,979,hurricane
31.8,-49.9,75,977,hurricane
32.6,-48.8,80,973,hurricane
33.9,-47.3,90,970,hurricane
35.5,-45.2,90,970,hurricane
37.4,-42.5,80,973,hurricane
39.1,-39,70,983,hurricane
40.4,-34.7,55,994,tropical storm
41.5,-30,40,1002,extratropical
42,-25,35,1001,extratropical
43,-20,35,1000,extratropical
46,-16,35,996,extratropical
48,-14,35,994,extratropical
49,-11,35,994,extratropical
49,-8,35,991,extratropical
13.9,-46.4,30,1008,tropical depression
14.2,-47.1,35,1007,tropical storm
14.8,-47.8,35,1007,tropical storm
15.7,-48.5,40,1006,tropical storm
16.5,-49.2,40,1006,tropical storm
17.1,-49.3,45,1005,tropical storm
17.6,-48.9,45,1005,tropical storm
18.2,-48.5,45,1005,tropical storm
18.9,-48,50,1004,tropical storm
19.6,-47.5,50,1003,tropical storm
20.4,-46.6,50,1002,tropical storm
21.5,-45.3,50,1001,tropical storm
22.9,-43.9,55,1000,tropical storm
24.6,-42.1,55,999,tropical storm
26.9,-40.1,55,999,tropical storm
29.6,-38.6,60,999,tropical storm
32.9,-37.8,60,999,tropical storm
36.8,-37.9,60,997,tropical storm
41.6,-38.7,65,995,hurricane
47.1,-39.3,65,997,hurricane
52.1,-32,60,999,extratropical
11.6,-76.1,30,1002,tropical depression
11.9,-77.1,30,1002,tropical depression
12,-77.9,30,1002,tropical depression
11.6,-77.9,35,1001,tropical storm
11.8,-77.6,40,1000,tropical storm
12.2,-77.6,45,999,tropical storm
12.5,-77.8,45,999,tropical storm
12.9,-78,50,998,tropical storm
13.4,-77.9,55,997,tropical storm
13.9,-77.8,65,990,hurricane
14.5,-77.9,75,985,hurricane
15,-78.1,90,980,hurricane
15.5,-78.4,100,965,hurricane
16,-78.9,105,951,hurricane
16.2,-79.6,115,945,hurricane
16.4,-80.3,125,926,hurricane
16.4,-81,130,923,hurricane
16.4,-81.8,135,922,hurricane
16.6,-82.6,145,914,hurricane
16.9,-83.1,155,905,hurricane
17.2,-83.8,155,910,hurricane
17.3,-84.4,150,917,hurricane
17.1,-85,150,922,hurricane
16.9,-85.4,145,928,hurricane
16.6,-85.6,140,933,hurricane
16.3,-85.6,130,938,hurricane
16.3,-85.6,115,948,hurricane
16.3,-85.7,95,959,hurricane
16.2,-85.8,85,970,hurricane
16.1,-85.8,75,979,hurricane
15.9,-85.7,70,987,hurricane
15.8,-85.6,60,994,tropical storm
15.6,-85.7,55,995,tropical storm
15.4,-85.9,50,996,tropical storm
15.2,-86.1,45,997,tropical storm
14.9,-86.5,45,998,tropical storm
14.7,-87,45,999,tropical storm
14.5,-87.7,40,1000,tropical storm
14.5,-88.5,35,1000,tropical storm
14.6,-89.2,30,1001,tropical depression
14.6,-90,30,1002,tropical depression
14.7,-90.8,25,1003,tropical depression
14.9,-91.5,25,1005,tropical depression
15.5,-92.2,25,1005,tropical depression
16.3,-92.7,20,1005,other low
17.1,-93.1,20,1005,other low
17.9,-93.4,20,1005,other low
18.7,-93.7,20,1005,other low
19.2,-93.4,20,1003,other low
19.3,-92.7,20,1003,other low
19.4,-92.1,25,1002,other low
19.6,-91.4,40,997,tropical storm
20,-90.6,35,997,tropical storm
20.1,-90.5,35,998,tropical storm
20.8,-89.6,30,998,tropical depression
21.8,-88.2,40,998,tropical storm
23.3,-86.5,40,993,tropical storm
24.8,-84.8,45,993,tropical storm
25.6,-83.1,50,990,tropical storm
26.2,-81.9,55,989,tropical storm
26.6,-81.3,55,987,tropical storm
27.5,-78.3,50,992,extratropical
30,-75,50,993,extratropical
32.5,-72,50,992,extratropical
35,-68,50,990,extratropical
37,-63,50,989,extratropical
39,-58,50,990,extratropical
41,-53,50,992,extratropical
42.5,-47.5,50,986,extratropical
44.5,-42,60,972,extratropical
46.5,-36.5,60,974,extratropical
48.5,-31,60,972,extratropical
50,-25,60,962,extratropical
53.5,-20.5,60,956,extratropical
55.5,-14.5,60,956,extratropical
58,-10.5,60,956,extratropical
61,-10,60,956,extratropical
63.5,-5,55,960,extratropical
28.3,-28,30,1010,tropical depression
27.9,-29.1,35,1005,tropical storm
27.5,-30.1,45,1000,tropical storm
27.2,-31.1,60,997,tropical storm
26.9,-32,60,995,tropical storm
26.6,-32.9,60,994,tropical storm
26.3,-33.7,55,994,tropical storm
26,-34.6,50,994,tropical storm
25.7,-35.4,40,998,tropical storm
25.5,-36.4,35,1000,tropical storm
